order_id,product,category,quantity,unit_price,sale_date,region,customer_type,total_sale
ORD_1081,Monitor,Accesorios,4,1081.18,2025-09-15,Norte,Empresa,4324.73
ORD_1082,Tablet,Electrónicos,1,585.95,2025-08-20,Este,Individual,585.95
ORD_1083,Monitor,Accesorios,4,950.83,2025-09-06,Este,Empresa,3803.32
ORD_1084,Tablet,Electrónicos,5,1372.63,2025-07-24,Norte,Individual,6863.15
ORD_1085,Auriculares,Accesorios,3,120.07,2025-10-05,Oeste,Gobierno,360.21
ORD_1086,Laptop,Electrónicos,2,146.38,2025-09-22,Norte,Individual,292.76
ORD_1087,Monitor,Accesorios,5,568.41,2025-08-30,Sur,Gobierno,2842.05
ORD_1088,Impresora,Accesorios,3,245.57,2025-08-25,Norte,Gobierno,736.7
ORD_1089,Auriculares,Accesorios,3,544.2,2025-09-25,Oeste,Gobierno,1632.59
ORD_1090,Laptop,Electrónicos,1,356.72,2025-10-13,Este,Gobierno,356.72
ORD_1091,Laptop,Electrónicos,5,384.46,2025-09-28,Oeste,Gobierno,1922.28
ORD_1092,Mouse,Accesorios,3,94.42,2025-09-07,Este,Empresa,283.26
ORD_1093,Tablet,Electrónicos,3,1437.9,2025-08-04,Norte,Empresa,4313.69
ORD_1094,Tablet,Electrónicos,1,82.58,2025-08-11,Norte,Individual,82.58
ORD_1095,Monitor,Accesorios,1,823.96,2025-08-21,Oeste,Individual,823.96
ORD_1096,Smartphone,Electrónicos,3,721.07,2025-08-05,Este,Empresa,2163.2
ORD_1097,Teclado,Accesorios,1,1011.66,2025-09-01,Norte,Empresa,1011.66
ORD_1098,Laptop,Electrónicos,1,1428.32,2025-09-11,Oeste,Empresa,1428.32
ORD_1099,Monitor,Accesorios,1,365.22,2025-10-09,Sur,Gobierno,365.22
ORD_1100,Laptop,Electrónicos,2,1442.39,2025-08-06,Este,Empresa,2884.79
ORD_1101,Tablet,Electrónicos,3,653.24,2025-07-24,Este,Gobierno,1959.72
ORD_1102,Mouse,Accesorios,1,827.18,2025-08-30,Sur,Empresa,827.18
ORD_1103,Tablet,Electrónicos,4,787.32,2025-08-15,Sur,Empresa,3149.29
ORD_1104,Impresora,Accesorios,1,1462.14,2025-08-02,Sur,Gobierno,1462.14
ORD_1105,Mouse,Accesorios,5,1321.77,2025-09-22,Sur,Individual,6608.86
ORD_1106,Mouse,Accesorios,5,534.73,2025-08-05,Sur,Empresa,2673.63
ORD_1107,Mouse,Accesorios,2,94.61,2025-08-01,Este,Empresa,189.22
ORD_1108,Tablet,Electrónicos,5,608.64,2025-09-08,Sur,Individual,3043.21
ORD_1109,Tablet,Electrónicos,2,105.15,2025-07-31,Oeste,Individual,210.29
ORD_1110,Auriculares,Accesorios,5,50.5,2025-10-14,Norte,Empresa,252.51
ORD_1111,Smartphone,Electrónicos,2,511.18,2025-08-27,Oeste,Empresa,1022.36
ORD_1112,Teclado,Accesorios,2,1481.77,2025-08-23,Este,Individual,2963.53
ORD_1113,Laptop,Electrónicos,2,973.8,2025-09-25,Oeste,Individual,1947.59
ORD_1114,Auriculares,Accesorios,2,1187.54,2025-09-07,Sur,Gobierno,2375.07
ORD_1115,Impresora,Accesorios,4,79.99,2025-09-26,Oeste,Individual,319.96
ORD_1116,Auriculares,Accesorios,3,818.17,2025-08-23,Este,Gobierno,2454.5
ORD_1117,Monitor,Accesorios,1,950.74,2025-08-20,Norte,Empresa,950.74
ORD_1118,Smartphone,Electrónicos,2,1318.48,2025-08-06,Norte,Individual,2636.96
ORD_1119,Teclado,Accesorios,5,242.99,2025-07-31,Sur,Individual,1214.96
ORD_1120,Teclado,Accesorios,1,106.2,2025-07-29,Norte,Gobierno,106.2
ORD_1121,Mouse,Accesorios,5,940.5,2025-08-03,Sur,Individual,4702.48
ORD_1122,Tablet,Electrónicos,5,1031.1,2025-08-23,Norte,Gobierno,5155.51
ORD_1123,Auriculares,Accesorios,5,1238.2,2025-08-01,Sur,Gobierno,6191.01
ORD_1124,Monitor,Accesorios,3,1370.81,2025-08-28,Sur,Individual,4112.44
ORD_1125,Mouse,Accesorios,3,388.29,2025-10-07,Norte,Empresa,1164.87
ORD_1126,Teclado,Accesorios,4,398.14,2025-09-04,Norte,Empresa,1592.54
ORD_1127,Monitor,Accesorios,4,1449.76,2025-09-13,Sur,Gobierno,5799.04
ORD_1128,Teclado,Accesorios,2,574.53,2025-10-08,Norte,Individual,1149.06
ORD_1129,Teclado,Accesorios,1,1095.89,2025-10-20,Norte,Gobierno,1095.89
ORD_1130,Smartphone,Electrónicos,3,721.2,2025-08-14,Este,Individual,2163.59
ORD_1131,Mouse,Accesorios,4,51.29,2025-07-27,Sur,Gobierno,205.18
ORD_1132,Laptop,Electrónicos,5,1104.99,2025-09-04,Este,Empresa,5524.97
ORD_1133,Monitor,Accesorios,3,388.68,2025-10-09,Oeste,Individual,1166.03
ORD_1134,Monitor,Accesorios,3,278.65,2025-09-17,Este,Gobierno,835.95
ORD_1135,Tablet,Electrónicos,4,723.3,2025-09-10,Norte,Gobierno,2893.21
ORD_1136,Monitor,Accesorios,1,924.68,2025-08-28,Norte,Individual,924.68
ORD_1137,Tablet,Electrónicos,1,360.62,2025-08-27,Norte,Empresa,360.62
ORD_1138,Tablet,Electrónicos,3,928.93,2025-09-07,Sur,Individual,2786.79
ORD_1139,Laptop,Electrónicos,3,389.11,2025-08-03,Norte,Gobierno,1167.33
ORD_1140,Auriculares,Accesorios,3,670.08,2025-10-17,Sur,Empresa,2010.23
ORD_1141,Tablet,Electrónicos,5,98.95,2025-08-23,Este,Gobierno,494.76
ORD_1142,Tablet,Electrónicos,2,488.42,2025-10-18,Oeste,Empresa,976.84
ORD_1143,Teclado,Accesorios,3,1265.66,2025-08-30,Norte,Individual,3796.98
ORD_1144,Auriculares,Accesorios,3,913.6,2025-08-14,Sur,Gobierno,2740.8
ORD_1145,Laptop,Electrónicos,1,1094.87,2025-07-29,Sur,Gobierno,1094.87
ORD_1146,Auriculares,Accesorios,5,1449.07,2025-10-07,Oeste,Empresa,7245.36
ORD_1147,Mouse,Accesorios,4,1021.99,2025-10-16,Sur,Empresa,4087.98
ORD_1148,Monitor,Accesorios,1,164.04,2025-08-18,Oeste,Individual,164.04
ORD_1149,Impresora,Accesorios,5,591.93,2025-09-19,Sur,Empresa,2959.63
ORD_1150,Teclado,Accesorios,2,518.31,2025-08-11,Este,Empresa,1036.62
ORD_1151,Mouse,Accesorios,4,1040.68,2025-08-31,Oeste,Empresa,4162.74
ORD_1152,Monitor,Accesorios,2,283.51,2025-08-03,Norte,Gobierno,567.01
ORD_1153,Teclado,Accesorios,1,1382.33,2025-08-02,Oeste,Gobierno,1382.33
ORD_1154,Impresora,Accesorios,3,441.26,2025-08-19,Norte,Individual,1323.77
ORD_1155,Tablet,Electrónicos,5,1066.24,2025-07-26,Este,Empresa,5331.19
ORD_1156,Smartphone,Electrónicos,2,1029.15,2025-10-19,Oeste,Gobierno,2058.3
ORD_1157,Tablet,Electrónicos,1,649.45,2025-10-15,Norte,Gobierno,649.45
ORD_1158,Impresora,Accesorios,2,1032.39,2025-08-10,Sur,Gobierno,2064.78
ORD_1159,Mouse,Accesorios,1,666.8,2025-10-07,Norte,Gobierno,666.8
ORD_1160,Laptop,Electrónicos,2,534.84,2025-10-18,Este,Empresa,1069.68
ORD_1161,Monitor,Accesorios,2,289.69,2025-10-06,Oeste,Individual,579.38
ORD_1162,Monitor,Accesorios,5,843.23,2025-07-31,Oeste,Gobierno,4216.13
ORD_1163,Teclado,Accesorios,4,1322.68,2025-09-29,Sur,Individual,5290.71
ORD_1164,Impresora,Accesorios,3,1406.97,2025-10-09,Norte,Empresa,4220.9
ORD_1165,Laptop,Electrónicos,1,378.9,2025-09-17,Oeste,Individual,378.9
ORD_1166,Tablet,Electrónicos,4,559.31,2025-09-17,Este,Empresa,2237.22
ORD_1167,Smartphone,Electrónicos,1,779.66,2025-08-05,Norte,Empresa,779.66
ORD_1168,Tablet,Electrónicos,5,174.3,2025-09-08,Sur,Empresa,871.48
ORD_1169,Auriculares,Accesorios,3,1305.89,2025-10-16,Oeste,Empresa,3917.67
ORD_1170,Tablet,Electrónicos,3,467.72,2025-10-06,Norte,Gobierno,1403.16
ORD_1171,Impresora,Accesorios,3,426.27,2025-10-13,Este,Gobierno,1278.8
ORD_1172,Mouse,Accesorios,1,476.06,2025-08-30,Este,Empresa,476.06
ORD_1173,Teclado,Accesorios,4,1031.21,2025-08-24,Norte,Gobierno,4124.83
ORD_1174,Mouse,Accesorios,2,196.83,2025-10-02,Oeste,Gobierno,393.67
ORD_1175,Monitor,Accesorios,4,934.65,2025-07-24,Oeste,Empresa,3738.59
ORD_1176,Monitor,Accesorios,4,1017.23,2025-10-19,Sur,Individual,4068.91
ORD_1177,Impresora,Accesorios,5,277.19,2025-10-09,Sur,Gobierno,1385.96
ORD_1178,Auriculares,Accesorios,4,1255.69,2025-09-02,Oeste,Gobierno,5022.77
ORD_1179,Auriculares,Accesorios,5,993.85,2025-08-10,Este,Empresa,4969.23
ORD_1180,Laptop,Electrónicos,3,358.92,2025-09-08,Norte,Gobierno,1076.77
ORD_1181,Monitor,Accesorios,5,421.46,2025-08-02,Norte,Empresa,2107.3
ORD_1182,Laptop,Electrónicos,4,1276.61,2025-10-19,Norte,Individual,5106.46
ORD_1183,Teclado,Accesorios,3,296.4,2025-09-02,Oeste,Individual,889.19
ORD_1184,Impresora,Accesorios,1,963.02,2025-09-06,Norte,Empresa,963.02
ORD_1185,Mouse,Accesorios,1,1161.66,2025-09-23,Sur,Gobierno,1161.66
ORD_1186,Auriculares,Accesorios,2,1341.66,2025-09-14,Este,Gobierno,2683.32
ORD_1187,Impresora,Accesorios,4,1349.05,2025-08-13,Sur,Empresa,5396.19
ORD_1188,Monitor,Accesorios,3,235.13,2025-08-04,Este,Gobierno,705.39
ORD_1189,Monitor,Accesorios,2,558.48,2025-07-24,Sur,Empresa,1116.96
ORD_1190,Impresora,Accesorios,3,1221.63,2025-09-10,Sur,Individual,3664.9
ORD_1191,Tablet,Electrónicos,2,1027.57,2025-09-08,Norte,Individual,2055.14
ORD_1192,Smartphone,Electrónicos,2,183.74,2025-10-06,Sur,Empresa,367.49
ORD_1193,Tablet,Electrónicos,1,932.42,2025-10-03,Sur,Individual,932.42
ORD_1194,Auriculares,Accesorios,2,964.7,2025-10-17,Este,Gobierno,1929.39
ORD_1195,Laptop,Electrónicos,2,177.06,2025-10-05,Oeste,Empresa,354.11
ORD_1196,Monitor,Accesorios,4,1121.67,2025-09-27,Este,Gobierno,4486.67
ORD_1197,Smartphone,Electrónicos,2,1115.44,2025-10-08,Sur,Gobierno,2230.88
ORD_1198,Monitor,Accesorios,1,547.18,2025-09-16,Norte,Gobierno,547.18
ORD_1199,Auriculares,Accesorios,5,1449.72,2025-08-15,Norte,Gobierno,7248.58
ORD_1200,Mouse,Accesorios,5,448.0,2025-08-13,Norte,Individual,2239.98
ORD_1201,Tablet,Electrónicos,2,402.77,2025-10-18,Norte,Individual,805.55
ORD_1202,Monitor,Accesorios,5,275.43,2025-10-15,Sur,Empresa,1377.14
ORD_1203,Smartphone,Electrónicos,2,1146.4,2025-08-26,Sur,Gobierno,2292.8
ORD_1204,Auriculares,Accesorios,2,794.08,2025-09-18,Norte,Gobierno,1588.16
ORD_1205,Monitor,Accesorios,2,1275.87,2025-08-11,Oeste,Empresa,2551.74
ORD_1206,Auriculares,Accesorios,4,1425.13,2025-10-08,Sur,Empresa,5700.53
ORD_1207,Impresora,Accesorios,5,873.4,2025-08-16,Oeste,Empresa,4366.98
ORD_1208,Impresora,Accesorios,3,708.09,2025-09-27,Norte,Individual,2124.27
ORD_1209,Tablet,Electrónicos,5,562.14,2025-09-27,Este,Gobierno,2810.69
ORD_1210,Tablet,Electrónicos,4,1292.57,2025-09-21,Sur,Individual,5170.28
ORD_1211,Impresora,Accesorios,1,1107.03,2025-10-15,Norte,Empresa,1107.03
ORD_1212,Impresora,Accesorios,3,769.54,2025-10-02,Oeste,Individual,2308.61
ORD_1213,Laptop,Electrónicos,2,898.28,2025-10-10,Este,Gobierno,1796.55
ORD_1214,Laptop,Electrónicos,1,576.96,2025-09-02,Norte,Empresa,576.96
ORD_1215,Auriculares,Accesorios,5,648.53,2025-09-14,Norte,Gobierno,3242.67
ORD_1216,Smartphone,Electrónicos,4,1418.69,2025-08-22,Norte,Gobierno,5674.78
ORD_1217,Impresora,Accesorios,5,1490.63,2025-08-28,Este,Individual,7453.17
ORD_1218,Smartphone,Electrónicos,1,155.25,2025-10-16,Este,Empresa,155.25
ORD_1219,Smartphone,Electrónicos,2,529.86,2025-09-22,Norte,Empresa,1059.72
ORD_1220,Mouse,Accesorios,5,1398.65,2025-08-14,Este,Empresa,6993.23
ORD_1221,Smartphone,Electrónicos,5,1079.75,2025-09-18,Norte,Gobierno,5398.73
ORD_1222,Tablet,Electrónicos,2,1369.42,2025-09-03,Norte,Empresa,2738.83
ORD_1223,Mouse,Accesorios,5,589.31,2025-08-21,Norte,Gobierno,2946.57
ORD_1224,Teclado,Accesorios,2,1094.5,2025-09-02,Sur,Gobierno,2189.0
ORD_1225,Monitor,Accesorios,4,652.74,2025-10-05,Este,Empresa,2610.96
ORD_1226,Laptop,Electrónicos,3,1392.16,2025-08-24,Este,Individual,4176.47
ORD_1227,Smartphone,Electrónicos,5,462.52,2025-10-15,Sur,Gobierno,2312.6
ORD_1228,Auriculares,Accesorios,2,79.09,2025-10-20,Este,Empresa,158.19
ORD_1229,Laptop,Electrónicos,5,1012.8,2025-09-01,Sur,Empresa,5064.01
ORD_1230,Smartphone,Electrónicos,2,309.61,2025-08-05,Este,Empresa,619.23
ORD_1231,Mouse,Accesorios,4,306.98,2025-07-25,Este,Gobierno,1227.9
ORD_1232,Mouse,Accesorios,1,429.2,2025-10-01,Oeste,Gobierno,429.2
ORD_1233,Teclado,Accesorios,1,1465.73,2025-09-21,Sur,Gobierno,1465.73
ORD_1234,Impresora,Accesorios,2,814.42,2025-08-31,Sur,Empresa,1628.85
ORD_1235,Impresora,Accesorios,3,1265.32,2025-10-11,Oeste,Gobierno,3795.95
ORD_1236,Monitor,Accesorios,2,1324.14,2025-10-02,Sur,Individual,2648.28
ORD_1237,Impresora,Accesorios,1,738.81,2025-09-07,Oeste,Gobierno,738.81
ORD_1238,Monitor,Accesorios,4,1314.76,2025-08-02,Oeste,Gobierno,5259.05
ORD_1239,Mouse,Accesorios,1,967.51,2025-07-28,Sur,Individual,967.51
ORD_1240,Monitor,Accesorios,2,1123.51,2025-09-28,Norte,Gobierno,2247.01
ORD_1241,Auriculares,Accesorios,2,200.46,2025-10-11,Norte,Individual,400.92
ORD_1242,Impresora,Accesorios,5,1310.62,2025-10-06,Norte,Empresa,6553.09
ORD_1243,Smartphone,Electrónicos,4,368.1,2025-07-30,Norte,Gobierno,1472.42
ORD_1244,Laptop,Electrónicos,1,716.13,2025-08-09,Oeste,Empresa,716.13
ORD_1245,Laptop,Electrónicos,2,547.41,2025-08-02,Oeste,Individual,1094.81
ORD_1246,Laptop,Electrónicos,5,1278.32,2025-09-13,Este,Gobierno,6391.58
ORD_1247,Auriculares,Accesorios,4,773.9,2025-09-11,Oeste,Individual,3095.58
ORD_1248,Impresora,Accesorios,5,1089.95,2025-09-22,Sur,Gobierno,5449.77
ORD_1249,Auriculares,Accesorios,4,1266.57,2025-08-30,Oeste,Individual,5066.29
ORD_1250,Teclado,Accesorios,1,480.93,2025-08-01,Norte,Individual,480.93
ORD_1251,Laptop,Electrónicos,5,1045.85,2025-07-28,Este,Individual,5229.23
ORD_1252,Monitor,Accesorios,2,1091.02,2025-08-06,Este,Individual,2182.03
ORD_1253,Laptop,Electrónicos,2,169.52,2025-09-15,Oeste,Individual,339.04
ORD_1254,Impresora,Accesorios,2,67.13,2025-08-24,Oeste,Gobierno,134.25
ORD_1255,Monitor,Accesorios,2,570.47,2025-10-21,Norte,Gobierno,1140.94
ORD_1256,Monitor,Accesorios,4,1361.38,2025-09-20,Norte,Gobierno,5445.52
ORD_1257,Monitor,Accesorios,4,101.7,2025-09-12,Norte,Empresa,406.8
ORD_1258,Mouse,Accesorios,4,150.42,2025-09-22,Este,Individual,601.68
ORD_1259,Mouse,Accesorios,1,1140.91,2025-07-31,Sur,Gobierno,1140.91
ORD_1260,Impresora,Accesorios,3,491.15,2025-09-11,Sur,Individual,1473.46
ORD_1261,Smartphone,Electrónicos,2,374.24,2025-09-01,Sur,Individual,748.49
ORD_1262,Teclado,Accesorios,5,1215.57,2025-08-27,Sur,Empresa,6077.87
ORD_1263,Laptop,Electrónicos,2,1398.13,2025-09-14,Norte,Individual,2796.27
ORD_1264,Mouse,Accesorios,2,759.93,2025-08-05,Norte,Gobierno,1519.86
ORD_1265,Laptop,Electrónicos,2,1243.03,2025-10-05,Oeste,Gobierno,2486.05
ORD_1266,Tablet,Electrónicos,2,671.72,2025-08-06,Sur,Empresa,1343.45
ORD_1267,Smartphone,Electrónicos,2,350.85,2025-10-18,Sur,Gobierno,701.7
ORD_1268,Auriculares,Accesorios,1,243.37,2025-09-28,Norte,Gobierno,243.37
ORD_1269,Impresora,Accesorios,1,932.87,2025-09-23,Sur,Empresa,932.87
ORD_1270,Laptop,Electrónicos,1,1016.1,2025-10-15,Este,Gobierno,1016.1
ORD_1271,Monitor,Accesorios,2,799.18,2025-08-03,Este,Empresa,1598.37
ORD_1272,Impresora,Accesorios,3,1285.62,2025-10-13,Oeste,Gobierno,3856.87
ORD_1273,Teclado,Accesorios,1,993.03,2025-08-30,Norte,Empresa,993.03
ORD_1274,Tablet,Electrónicos,2,430.21,2025-08-19,Este,Empresa,860.41
ORD_1275,Teclado,Accesorios,3,508.71,2025-08-11,Oeste,Gobierno,1526.13
ORD_1276,Mouse,Accesorios,4,874.99,2025-09-19,Sur,Individual,3499.95
ORD_1277,Teclado,Accesorios,5,450.85,2025-09-26,Norte,Individual,2254.23
ORD_1278,Tablet,Electrónicos,4,330.6,2025-08-05,Este,Empresa,1322.39
ORD_1279,Mouse,Accesorios,5,532.03,2025-10-19,Oeste,Empresa,2660.17
ORD_1280,Smartphone,Electrónicos,2,354.43,2025-10-10,Oeste,Individual,708.86
ORD_1281,Auriculares,Accesorios,3,1275.26,2025-10-12,Este,Gobierno,3825.79
ORD_1282,Teclado,Accesorios,2,98.65,2025-10-13,Este,Empresa,197.3
ORD_1283,Teclado,Accesorios,1,289.58,2025-07-25,Este,Gobierno,289.58
ORD_1284,Monitor,Accesorios,3,134.58,2025-10-21,Este,Gobierno,403.74
ORD_1285,Teclado,Accesorios,4,711.83,2025-08-25,Sur,Empresa,2847.32
ORD_1286,Smartphone,Electrónicos,5,514.47,2025-08-16,Norte,Individual,2572.33
ORD_1287,Laptop,Electrónicos,1,509.56,2025-08-06,Sur,Empresa,509.56
ORD_1288,Impresora,Accesorios,5,444.22,2025-09-13,Oeste,Empresa,2221.1
ORD_1289,Laptop,Electrónicos,1,1304.92,2025-08-23,Norte,Gobierno,1304.92
ORD_1290,Laptop,Electrónicos,3,1483.82,2025-09-06,Oeste,Individual,4451.46
ORD_1291,Auriculares,Accesorios,3,951.12,2025-08-02,Este,Gobierno,2853.35
ORD_1292,Mouse,Accesorios,2,1285.1,2025-09-03,Este,Empresa,2570.21
ORD_1293,Teclado,Accesorios,4,896.48,2025-08-23,Oeste,Individual,3585.93
ORD_1294,Smartphone,Electrónicos,1,1237.77,2025-10-07,Este,Empresa,1237.77
ORD_1295,Teclado,Accesorios,4,790.52,2025-08-17,Sur,Individual,3162.08
ORD_1296,Auriculares,Accesorios,4,445.2,2025-09-30,Sur,Empresa,1780.79
ORD_1297,Laptop,Electrónicos,2,1031.71,2025-10-12,Norte,Individual,2063.42
ORD_1298,Smartphone,Electrónicos,3,541.41,2025-10-21,Sur,Empresa,1624.22
ORD_1299,Mouse,Accesorios,3,489.84,2025-08-05,Este,Individual,1469.51
ORD_1300,Impresora,Accesorios,4,1269.32,2025-10-03,Norte,Empresa,5077.26
ORD_1301,Impresora,Accesorios,1,263.36,2025-10-21,Este,Individual,263.36
ORD_1302,Monitor,Accesorios,1,579.39,2025-10-19,Oeste,Gobierno,579.39
ORD_1303,Teclado,Accesorios,1,731.59,2025-09-17,Oeste,Gobierno,731.59
