order_id,product,category,quantity,unit_price,sale_date,region,customer_type,total_sale
ORD_1025,Teclado,Accesorios,5,1369.67,2025-08-02,Sur,Individual,6848.34
ORD_1026,Mouse,Accesorios,2,830.88,2025-08-10,Sur,Empresa,1661.76
ORD_1027,Tablet,Electrónicos,3,1355.73,2025-08-20,Norte,Individual,4067.18
ORD_1028,Tablet,Electrónicos,5,920.73,2025-08-19,Oeste,Individual,4603.67
ORD_1029,Auriculares,Accesorios,1,1489.85,2025-08-05,Este,Individual,1489.85
ORD_1030,Smartphone,Electrónicos,1,259.61,2025-08-18,Sur,Gobierno,259.61
ORD_1031,Tablet,Electrónicos,5,1413.77,2025-08-11,Norte,Gobierno,7068.83
ORD_1032,Tablet,Electrónicos,1,553.07,2025-10-08,Norte,Empresa,553.07
ORD_1033,Mouse,Accesorios,5,467.89,2025-08-27,Oeste,Gobierno,2339.46
ORD_1034,Laptop,Electrónicos,1,552.54,2025-09-02,Norte,Empresa,552.54
ORD_1035,Impresora,Accesorios,3,383.02,2025-09-10,Norte,Empresa,1149.07
ORD_1036,Mouse,Accesorios,4,1107.28,2025-08-21,Sur,Empresa,4429.13
ORD_1037,Auriculares,Accesorios,1,93.31,2025-09-20,Sur,Individual,93.31
ORD_1038,Auriculares,Accesorios,4,519.11,2025-09-19,Este,Empresa,2076.44
ORD_1039,Mouse,Accesorios,1,267.9,2025-09-15,Oeste,Individual,267.9
ORD_1040,Impresora,Accesorios,1,1221.58,2025-09-03,Este,Empresa,1221.58
ORD_1041,Tablet,Electrónicos,3,301.26,2025-08-19,Norte,Empresa,903.77
ORD_1042,Tablet,Electrónicos,1,251.36,2025-10-05,Sur,Empresa,251.36
ORD_1043,Mouse,Accesorios,4,558.12,2025-07-26,Sur,Gobierno,2232.47
ORD_1044,Mouse,Accesorios,5,379.44,2025-08-03,Norte,Individual,1897.21
ORD_1045,Teclado,Accesorios,3,412.52,2025-08-20,Norte,Gobierno,1237.55
ORD_1046,Teclado,Accesorios,5,911.24,2025-09-10,Este,Gobierno,4556.2
ORD_1047,Impresora,Accesorios,3,858.2,2025-09-01,Norte,Gobierno,2574.6
ORD_1048,Impresora,Accesorios,1,57.44,2025-08-30,Norte,Gobierno,57.44
ORD_1049,Mouse,Accesorios,4,1022.53,2025-09-07,Norte,Gobierno,4090.11
ORD_1050,Laptop,Electrónicos,1,176.23,2025-09-23,Sur,Individual,176.23
ORD_1051,Laptop,Electrónicos,3,464.71,2025-08-01,Norte,Individual,1394.14
ORD_1052,Auriculares,Accesorios,1,144.49,2025-09-17,Este,Individual,144.49
ORD_1053,Impresora,Accesorios,5,1428.62,2025-09-15,Oeste,Gobierno,7143.1
ORD_1054,Smartphone,Electrónicos,1,1341.03,2025-08-09,Norte,Gobierno,1341.03
ORD_1055,Smartphone,Electrónicos,3,222.12,2025-10-15,Este,Individual,666.36
ORD_1056,Auriculares,Accesorios,1,1291.29,2025-08-06,Este,Individual,1291.29
ORD_1057,Auriculares,Accesorios,5,897.83,2025-10-17,Este,Gobierno,4489.15
ORD_1058,Tablet,Electrónicos,5,1226.78,2025-08-18,Este,Gobierno,6133.91
ORD_1059,Teclado,Accesorios,4,1050.67,2025-09-18,Oeste,Gobierno,4202.66
ORD_1060,Teclado,Accesorios,5,1495.84,2025-10-04,Sur,Individual,7479.19
ORD_1061,Auriculares,Accesorios,2,136.6,2025-09-02,Sur,Empresa,273.2
ORD_1062,Mouse,Accesorios,2,385.76,2025-08-04,Este,Gobierno,771.51
ORD_1063,Impresora,Accesorios,2,854.96,2025-10-12,Este,Individual,1709.91
ORD_1064,Laptop,Electrónicos,3,771.43,2025-08-20,Oeste,Individual,2314.3
ORD_1065,Mouse,Accesorios,4,710.57,2025-08-12,Este,Individual,2842.29
ORD_1066,Teclado,Accesorios,5,1136.43,2025-09-08,Oeste,Empresa,5682.17
ORD_1067,Monitor,Accesorios,1,285.5,2025-08-27,Sur,Individual,285.5
ORD_1068,Smartphone,Electrónicos,3,70.24,2025-09-13,Este,Empresa,210.73
ORD_1069,Laptop,Electrónicos,4,561.19,2025-10-08,Norte,Empresa,2244.77
ORD_1070,Laptop,Electrónicos,2,1423.07,2025-09-06,Norte,Empresa,2846.14
ORD_1071,Mouse,Accesorios,3,128.54,2025-08-13,Este,Empresa,385.63
ORD_1072,Smartphone,Electrónicos,5,326.51,2025-10-15,Sur,Empresa,1632.55
ORD_1073,Impresora,Accesorios,1,968.17,2025-09-25,Oeste,Empresa,968.17
ORD_1074,Mouse,Accesorios,2,592.16,2025-10-06,Norte,Individual,1184.32
ORD_1075,Impresora,Accesorios,2,424.93,2025-08-12,Sur,Gobierno,849.87
ORD_1076,Impresora,Accesorios,1,962.63,2025-09-05,Sur,Empresa,962.63
ORD_1077,Laptop,Electrónicos,4,1135.58,2025-08-09,Oeste,Gobierno,4542.32
ORD_1078,Smartphone,Electrónicos,4,1431.1,2025-10-07,Este,Gobierno,5724.41
ORD_1079,Monitor,Accesorios,4,781.46,2025-08-05,Norte,Individual,3125.83
ORD_1080,Smartphone,Electrónicos,2,1120.24,2025-08-16,Sur,Individual,2240.48
ORD_1081,Smartphone,Electrónicos,4,465.4,2025-09-11,Oeste,Individual,1861.62
ORD_1082,Smartphone,Electrónicos,3,894.34,2025-08-17,Norte,Individual,2683.02
ORD_1083,Mouse,Accesorios,4,643.26,2025-09-08,Sur,Individual,2573.04
ORD_1084,Impresora,Accesorios,1,1353.32,2025-07-23,Sur,Individual,1353.32
ORD_1085,Mouse,Accesorios,3,1009.89,2025-09-11,Oeste,Empresa,3029.68
ORD_1086,Tablet,Electrónicos,2,1120.26,2025-07-23,Este,Empresa,2240.51
ORD_1087,Mouse,Accesorios,1,1120.66,2025-10-19,Norte,Gobierno,1120.66
ORD_1088,Mouse,Accesorios,5,55.79,2025-07-25,Oeste,Individual,278.97
ORD_1089,Smartphone,Electrónicos,2,351.52,2025-09-08,Oeste,Individual,703.05
ORD_1090,Tablet,Electrónicos,2,1431.71,2025-08-03,Oeste,Individual,2863.43
ORD_1091,Impresora,Accesorios,5,1222.17,2025-10-05,Sur,Empresa,6110.85
ORD_1092,Laptop,Electrónicos,3,859.98,2025-09-14,Sur,Empresa,2579.95
ORD_1093,Auriculares,Accesorios,4,968.32,2025-10-17,Sur,Individual,3873.3
ORD_1094,Mouse,Accesorios,1,1061.35,2025-10-11,Norte,Individual,1061.35
ORD_1095,Monitor,Accesorios,2,183.49,2025-10-12,Oeste,Gobierno,366.97
ORD_1096,Monitor,Accesorios,4,1479.8,2025-08-06,Oeste,Individual,5919.2
ORD_1097,Laptop,Electrónicos,2,1228.0,2025-09-27,Norte,Individual,2456.0
ORD_1098,Auriculares,Accesorios,2,1115.19,2025-10-06,Este,Individual,2230.38
ORD_1099,Monitor,Accesorios,2,832.76,2025-09-01,Oeste,Empresa,1665.53
ORD_1100,Impresora,Accesorios,3,884.45,2025-09-18,Este,Empresa,2653.35
ORD_1101,Monitor,Accesorios,3,145.81,2025-08-15,Oeste,Gobierno,437.44
ORD_1102,Smartphone,Electrónicos,5,828.98,2025-08-17,Sur,Empresa,4144.88
ORD_1103,Auriculares,Accesorios,5,516.74,2025-09-08,Oeste,Gobierno,2583.68
ORD_1104,Impresora,Accesorios,1,1455.31,2025-09-04,Oeste,Individual,1455.31
ORD_1105,Mouse,Accesorios,5,1225.23,2025-10-19,Norte,Individual,6126.16
ORD_1106,Mouse,Accesorios,2,505.79,2025-09-25,Oeste,Gobierno,1011.57
ORD_1107,Impresora,Accesorios,1,311.06,2025-09-19,Oeste,Empresa,311.06
ORD_1108,Impresora,Accesorios,2,1365.98,2025-10-14,Oeste,Empresa,2731.96
ORD_1109,Tablet,Electrónicos,5,306.49,2025-09-19,Oeste,Individual,1532.44
ORD_1110,Auriculares,Accesorios,4,811.82,2025-09-17,Sur,Empresa,3247.3
ORD_1111,Monitor,Accesorios,3,305.01,2025-09-01,Oeste,Empresa,915.02
ORD_1112,Mouse,Accesorios,4,344.19,2025-10-05,Este,Gobierno,1376.78
ORD_1113,Auriculares,Accesorios,1,1397.19,2025-10-03,Norte,Empresa,1397.19
ORD_1114,Impresora,Accesorios,5,1277.61,2025-09-13,Norte,Empresa,6388.05
ORD_1115,Laptop,Electrónicos,4,1179.31,2025-09-06,Oeste,Gobierno,4717.23
ORD_1116,Monitor,Accesorios,3,246.58,2025-08-01,Oeste,Individual,739.75
ORD_1117,Tablet,Electrónicos,3,1083.37,2025-08-02,Norte,Individual,3250.11
ORD_1118,Mouse,Accesorios,1,777.17,2025-09-01,Este,Gobierno,777.17
ORD_1119,Mouse,Accesorios,2,443.46,2025-09-14,Sur,Empresa,886.93
ORD_1120,Impresora,Accesorios,4,878.56,2025-08-14,Oeste,Individual,3514.25
ORD_1121,Monitor,Accesorios,3,414.29,2025-09-29,Este,Gobierno,1242.86
ORD_1122,Auriculares,Accesorios,2,843.02,2025-08-13,Este,Empresa,1686.03
ORD_1123,Smartphone,Electrónicos,3,673.74,2025-08-06,Norte,Empresa,2021.22
ORD_1124,Smartphone,Electrónicos,3,814.11,2025-10-04,Sur,Individual,2442.33
ORD_1125,Monitor,Accesorios,4,1266.2,2025-08-11,Norte,Gobierno,5064.79
ORD_1126,Tablet,Electrónicos,2,455.52,2025-08-24,Este,Empresa,911.05
ORD_1127,Impresora,Accesorios,5,717.82,2025-10-04,Sur,Individual,3589.11
ORD_1128,Teclado,Accesorios,4,178.9,2025-08-02,Sur,Empresa,715.58
ORD_1129,Smartphone,Electrónicos,2,467.42,2025-07-28,Norte,Individual,934.85
ORD_1130,Mouse,Accesorios,4,344.93,2025-08-15,Sur,Empresa,1379.7
ORD_1131,Teclado,Accesorios,3,132.48,2025-08-23,Sur,Empresa,397.45
ORD_1132,Monitor,Accesorios,2,778.59,2025-10-11,Sur,Empresa,1557.17
ORD_1133,Monitor,Accesorios,2,1213.6,2025-10-07,Este,Empresa,2427.2
ORD_1134,Mouse,Accesorios,3,792.88,2025-09-23,Norte,Individual,2378.63
ORD_1135,Monitor,Accesorios,2,1122.94,2025-08-11,Sur,Empresa,2245.87
ORD_1136,Tablet,Electrónicos,1,309.94,2025-09-14,Este,Gobierno,309.94
ORD_1137,Smartphone,Electrónicos,4,1054.89,2025-07-27,Oeste,Individual,4219.58
ORD_1138,Laptop,Electrónicos,5,108.28,2025-09-02,Este,Individual,541.42
ORD_1139,Teclado,Accesorios,1,180.39,2025-09-03,Sur,Empresa,180.39
ORD_1140,Impresora,Accesorios,3,332.06,2025-09-05,Este,Empresa,996.19
ORD_1141,Auriculares,Accesorios,3,1073.63,2025-09-14,Sur,Empresa,3220.9
ORD_1142,Laptop,Electrónicos,5,1429.2,2025-10-10,Sur,Individual,7145.98
ORD_1143,Smartphone,Electrónicos,2,1063.49,2025-08-28,Oeste,Individual,2126.99
ORD_1144,Laptop,Electrónicos,4,258.58,2025-09-18,Oeste,Individual,1034.33
ORD_1145,Tablet,Electrónicos,4,1145.13,2025-08-11,Oeste,Gobierno,4580.51
ORD_1146,Auriculares,Accesorios,1,1131.23,2025-09-10,Oeste,Empresa,1131.23
ORD_1147,Laptop,Electrónicos,5,1214.25,2025-10-07,Norte,Individual,6071.24
ORD_1148,Teclado,Accesorios,1,832.3,2025-08-31,Sur,Gobierno,832.3
ORD_1149,Teclado,Accesorios,2,627.26,2025-09-15,Norte,Gobierno,1254.51
ORD_1150,Monitor,Accesorios,4,640.3,2025-08-31,Este,Gobierno,2561.2
ORD_1151,Auriculares,Accesorios,2,1025.1,2025-07-23,Oeste,Individual,2050.2
ORD_1152,Laptop,Electrónicos,2,189.11,2025-09-09,Oeste,Individual,378.21
ORD_1153,Teclado,Accesorios,5,669.77,2025-08-12,Sur,Empresa,3348.85
ORD_1154,Mouse,Accesorios,5,763.03,2025-08-08,Este,Gobierno,3815.14
ORD_1155,Monitor,Accesorios,5,1168.63,2025-10-14,Oeste,Individual,5843.16
ORD_1156,Mouse,Accesorios,5,1069.11,2025-10-07,Sur,Empresa,5345.57
ORD_1157,Impresora,Accesorios,3,436.5,2025-09-29,Oeste,Empresa,1309.49
ORD_1158,Mouse,Accesorios,5,1322.91,2025-09-15,Sur,Empresa,6614.55
ORD_1159,Monitor,Accesorios,4,1253.35,2025-10-10,Norte,Individual,5013.41
ORD_1160,Laptop,Electrónicos,5,1140.13,2025-08-08,Sur,Gobierno,5700.66
ORD_1161,Monitor,Accesorios,5,816.48,2025-09-18,Oeste,Gobierno,4082.39
ORD_1162,Teclado,Accesorios,4,226.23,2025-08-03,Norte,Empresa,904.93
ORD_1163,Monitor,Accesorios,2,664.6,2025-08-04,Norte,Gobierno,1329.2
ORD_1164,Auriculares,Accesorios,1,354.29,2025-09-02,Sur,Empresa,354.29
ORD_1165,Smartphone,Electrónicos,2,1255.53,2025-08-11,Oeste,Individual,2511.06
ORD_1166,Auriculares,Accesorios,3,179.3,2025-09-07,Sur,Empresa,537.89
ORD_1167,Impresora,Accesorios,1,443.44,2025-10-03,Sur,Individual,443.44
ORD_1168,Smartphone,Electrónicos,4,666.15,2025-09-13,Oeste,Gobierno,2664.6
ORD_1169,Impresora,Accesorios,3,472.58,2025-07-24,Sur,Individual,1417.74
ORD_1170,Impresora,Accesorios,4,855.9,2025-08-19,Norte,Gobierno,3423.58
ORD_1171,Auriculares,Accesorios,5,711.59,2025-10-18,Norte,Empresa,3557.94
ORD_1172,Tablet,Electrónicos,2,1116.35,2025-10-17,Oeste,Empresa,2232.71
ORD_1173,Laptop,Electrónicos,3,248.78,2025-10-11,Sur,Gobierno,746.34
ORD_1174,Auriculares,Accesorios,3,948.11,2025-08-27,Este,Gobierno,2844.32
ORD_1175,Auriculares,Accesorios,2,1446.19,2025-10-09,Este,Gobierno,2892.39
ORD_1176,Tablet,Electrónicos,5,1410.97,2025-09-28,Norte,Gobierno,7054.85
ORD_1177,Mouse,Accesorios,3,687.16,2025-08-22,Este,Gobierno,2061.47
ORD_1178,Auriculares,Accesorios,1,877.08,2025-08-05,Este,Individual,877.08
ORD_1179,Tablet,Electrónicos,5,853.46,2025-10-09,Sur,Gobierno,4267.29
ORD_1180,Smartphone,Electrónicos,5,1331.21,2025-08-15,Norte,Gobierno,6656.03
ORD_1181,Impresora,Accesorios,4,475.97,2025-10-04,Este,Empresa,1903.9
ORD_1182,Smartphone,Electrónicos,5,1383.19,2025-09-25,Oeste,Individual,6915.97
ORD_1183,Auriculares,Accesorios,5,976.38,2025-08-12,Este,Individual,4881.91
ORD_1184,Smartphone,Electrónicos,2,1034.8,2025-09-14,Este,Gobierno,2069.61
ORD_1185,Auriculares,Accesorios,2,991.26,2025-09-08,Sur,Gobierno,1982.53
ORD_1186,Tablet,Electrónicos,4,109.33,2025-08-17,Este,Empresa,437.34
ORD_1187,Teclado,Accesorios,5,691.39,2025-09-06,Sur,Individual,3456.97
ORD_1188,Teclado,Accesorios,4,238.79,2025-08-25,Este,Empresa,955.18
ORD_1189,Teclado,Accesorios,3,306.98,2025-08-30,Este,Individual,920.95
ORD_1190,Tablet,Electrónicos,4,697.5,2025-08-08,Norte,Empresa,2790.01
ORD_1191,Laptop,Electrónicos,2,866.09,2025-07-26,Oeste,Individual,1732.18
ORD_1192,Laptop,Electrónicos,5,805.75,2025-09-22,Norte,Gobierno,4028.75
ORD_1193,Smartphone,Electrónicos,4,317.84,2025-10-07,Este,Empresa,1271.34
ORD_1194,Mouse,Accesorios,5,333.31,2025-08-16,Este,Individual,1666.55
ORD_1195,Impresora,Accesorios,3,532.79,2025-09-02,Sur,Individual,1598.36
ORD_1196,Monitor,Accesorios,1,687.95,2025-10-18,Norte,Gobierno,687.95
ORD_1197,Mouse,Accesorios,3,897.32,2025-08-22,Sur,Individual,2691.96
ORD_1198,Auriculares,Accesorios,1,933.99,2025-08-11,Sur,Gobierno,933.99
ORD_1199,Laptop,Electrónicos,1,171.92,2025-08-13,Sur,Gobierno,171.92
ORD_1200,Tablet,Electrónicos,1,1048.21,2025-09-15,Sur,Empresa,1048.21
ORD_1201,Smartphone,Electrónicos,2,265.75,2025-10-05,Este,Empresa,531.51
ORD_1202,Impresora,Accesorios,3,472.1,2025-09-09,Oeste,Gobierno,1416.29
ORD_1203,Tablet,Electrónicos,2,941.09,2025-09-21,Oeste,Empresa,1882.19
ORD_1204,Impresora,Accesorios,5,129.39,2025-08-21,Sur,Empresa,646.94
ORD_1205,Laptop,Electrónicos,1,807.42,2025-08-09,Este,Individual,807.42
ORD_1206,Smartphone,Electrónicos,3,732.74,2025-09-07,Oeste,Empresa,2198.21
ORD_1207,Impresora,Accesorios,4,357.82,2025-09-22,Sur,Individual,1431.27
ORD_1208,Impresora,Accesorios,2,1458.38,2025-10-08,Sur,Empresa,2916.77
ORD_1209,Tablet,Electrónicos,4,1072.63,2025-07-26,Sur,Individual,4290.54
ORD_1210,Monitor,Accesorios,2,641.52,2025-09-14,Oeste,Gobierno,1283.05
ORD_1211,Impresora,Accesorios,2,1408.23,2025-10-03,Norte,Individual,2816.45
ORD_1212,Auriculares,Accesorios,2,1087.13,2025-10-15,Oeste,Empresa,2174.26
ORD_1213,Laptop,Electrónicos,1,1179.77,2025-07-27,Este,Gobierno,1179.77
ORD_1214,Teclado,Accesorios,5,1291.94,2025-07-26,Este,Individual,6459.71
ORD_1215,Teclado,Accesorios,3,166.35,2025-08-26,Este,Empresa,499.06
ORD_1216,Monitor,Accesorios,1,1359.14,2025-10-07,Norte,Gobierno,1359.14
ORD_1217,Mouse,Accesorios,3,1182.33,2025-09-09,Sur,Empresa,3547.0
ORD_1218,Impresora,Accesorios,3,1311.49,2025-08-14,Oeste,Gobierno,3934.47
ORD_1219,Tablet,Electrónicos,5,92.87,2025-07-23,Sur,Empresa,464.37
ORD_1220,Tablet,Electrónicos,5,832.48,2025-08-04,Este,Gobierno,4162.39
ORD_1221,Mouse,Accesorios,1,456.43,2025-09-19,Norte,Gobierno,456.43
ORD_1222,Smartphone,Electrónicos,4,1143.88,2025-10-11,Norte,Individual,4575.51
ORD_1223,Auriculares,Accesorios,1,959.55,2025-09-18,Norte,Gobierno,959.55
ORD_1224,Tablet,Electrónicos,5,1090.73,2025-08-14,Sur,Individual,5453.64
ORD_1225,Smartphone,Electrónicos,2,457.29,2025-10-12,Oeste,Empresa,914.58
ORD_1226,Monitor,Accesorios,3,528.12,2025-09-30,Este,Gobierno,1584.35
ORD_1227,Impresora,Accesorios,3,404.8,2025-09-22,Sur,Empresa,1214.39
ORD_1228,Tablet,Electrónicos,2,1014.76,2025-07-27,Sur,Gobierno,2029.51
ORD_1229,Laptop,Electrónicos,4,175.27,2025-10-14,Norte,Gobierno,701.07
ORD_1230,Smartphone,Electrónicos,1,1460.73,2025-08-16,Sur,Empresa,1460.73
ORD_1231,Teclado,Accesorios,2,359.74,2025-10-05,Oeste,Empresa,719.48
ORD_1232,Impresora,Accesorios,5,842.71,2025-10-13,Este,Gobierno,4213.55
ORD_1233,Mouse,Accesorios,5,1163.64,2025-10-09,Este,Individual,5818.2
ORD_1234,Smartphone,Electrónicos,2,689.3,2025-10-13,Sur,Individual,1378.6
ORD_1235,Mouse,Accesorios,1,267.72,2025-10-03,Sur,Individual,267.72
ORD_1236,Monitor,Accesorios,5,1169.96,2025-09-21,Oeste,Empresa,5849.79
ORD_1237,Laptop,Electrónicos,1,128.39,2025-09-24,Este,Individual,128.39
ORD_1238,Laptop,Electrónicos,5,393.83,2025-08-22,Este,Gobierno,1969.13
ORD_1239,Laptop,Electrónicos,5,817.31,2025-08-06,Norte,Individual,4086.56
ORD_1240,Laptop,Electrónicos,1,1449.66,2025-08-14,Norte,Individual,1449.66
ORD_1241,Auriculares,Accesorios,3,1333.3,2025-09-28,Norte,Gobierno,3999.9
ORD_1242,Impresora,Accesorios,3,349.85,2025-08-15,Este,Gobierno,1049.55
ORD_1243,Teclado,Accesorios,1,1098.49,2025-08-02,Oeste,Gobierno,1098.49
ORD_1244,Auriculares,Accesorios,1,380.47,2025-10-12,Oeste,Empresa,380.47
ORD_1245,Monitor,Accesorios,4,981.63,2025-08-27,Sur,Individual,3926.52
ORD_1246,Mouse,Accesorios,3,311.95,2025-09-03,Este,Individual,935.85
ORD_1247,Tablet,Electrónicos,5,545.38,2025-09-26,Este,Empresa,2726.9
ORD_1248,Auriculares,Accesorios,4,77.06,2025-07-26,Norte,Empresa,308.24
ORD_1249,Smartphone,Electrónicos,4,1284.28,2025-08-30,Norte,Individual,5137.14
ORD_1250,Impresora,Accesorios,5,940.91,2025-09-23,Norte,Individual,4704.54
ORD_1251,Tablet,Electrónicos,2,618.14,2025-10-09,Este,Empresa,1236.29
ORD_1252,Impresora,Accesorios,5,1154.69,2025-07-25,Norte,Gobierno,5773.44
ORD_1253,Smartphone,Electrónicos,4,586.42,2025-10-18,Norte,Individual,2345.69
ORD_1254,Impresora,Accesorios,1,1034.72,2025-08-28,Norte,Empresa,1034.72
ORD_1255,Teclado,Accesorios,4,1355.11,2025-08-05,Norte,Empresa,5420.46
ORD_1256,Impresora,Accesorios,4,864.17,2025-08-29,Sur,Gobierno,3456.7
ORD_1257,Laptop,Electrónicos,2,821.19,2025-08-03,Sur,Empresa,1642.38
ORD_1258,Smartphone,Electrónicos,3,1417.48,2025-09-27,Norte,Empresa,4252.45
ORD_1259,Monitor,Accesorios,4,1220.68,2025-09-15,Este,Gobierno,4882.73
ORD_1260,Auriculares,Accesorios,5,1209.83,2025-10-20,Norte,Individual,6049.17
ORD_1261,Mouse,Accesorios,1,441.54,2025-07-31,Oeste,Empresa,441.54
ORD_1262,Mouse,Accesorios,2,398.71,2025-09-18,Oeste,Individual,797.43
ORD_1263,Impresora,Accesorios,1,865.22,2025-09-08,Norte,Empresa,865.22
ORD_1264,Laptop,Electrónicos,1,1104.08,2025-08-05,Norte,Gobierno,1104.08
ORD_1265,Smartphone,Electrónicos,2,492.22,2025-08-23,Norte,Individual,984.45
ORD_1266,Monitor,Accesorios,3,517.71,2025-09-18,Este,Empresa,1553.14
ORD_1267,Tablet,Electrónicos,4,1248.91,2025-07-26,Sur,Empresa,4995.63
ORD_1268,Mouse,Accesorios,3,710.78,2025-08-18,Sur,Individual,2132.33
ORD_1269,Impresora,Accesorios,5,231.1,2025-09-17,Oeste,Gobierno,1155.5
ORD_1270,Tablet,Electrónicos,5,1349.14,2025-08-11,Este,Individual,6745.7
ORD_1271,Mouse,Accesorios,4,1362.19,2025-10-18,Oeste,Gobierno,5448.75
ORD_1272,Laptop,Electrónicos,5,171.28,2025-08-03,Oeste,Empresa,856.4
ORD_1273,Auriculares,Accesorios,4,589.7,2025-09-14,Oeste,Individual,2358.78
ORD_1274,Auriculares,Accesorios,2,974.61,2025-10-02,Oeste,Empresa,1949.23
ORD_1275,Auriculares,Accesorios,2,432.73,2025-10-15,Norte,Empresa,865.46
ORD_1276,Monitor,Accesorios,5,1384.48,2025-10-01,Norte,Gobierno,6922.41
ORD_1277,Monitor,Accesorios,4,151.14,2025-08-12,Sur,Individual,604.58
ORD_1278,Impresora,Accesorios,1,724.24,2025-10-14,Oeste,Gobierno,724.24
ORD_1279,Teclado,Accesorios,4,960.7,2025-08-27,Norte,Individual,3842.8
ORD_1280,Tablet,Electrónicos,5,463.37,2025-08-02,Oeste,Empresa,2316.84
ORD_1281,Smartphone,Electrónicos,5,140.43,2025-08-09,Sur,Individual,702.13
ORD_1282,Smartphone,Electrónicos,2,362.28,2025-09-09,Sur,Gobierno,724.57
ORD_1283,Auriculares,Accesorios,2,1372.76,2025-09-09,Este,Individual,2745.53
ORD_1284,Impresora,Accesorios,5,276.49,2025-08-07,Sur,Gobierno,1382.43
ORD_1285,Auriculares,Accesorios,4,601.68,2025-07-31,Sur,Individual,2406.74
ORD_1286,Smartphone,Electrónicos,4,427.02,2025-08-04,Este,Empresa,1708.09
ORD_1287,Tablet,Electrónicos,4,1337.44,2025-10-06,Norte,Empresa,5349.77
ORD_1288,Teclado,Accesorios,4,560.15,2025-08-28,Norte,Individual,2240.61
ORD_1289,Monitor,Accesorios,5,528.04,2025-09-10,Este,Individual,2640.18
ORD_1290,Laptop,Electrónicos,2,612.37,2025-07-23,Sur,Empresa,1224.74
ORD_1291,Monitor,Accesorios,3,1384.46,2025-08-03,Oeste,Empresa,4153.38
ORD_1292,Impresora,Accesorios,3,768.49,2025-10-07,Sur,Empresa,2305.46
ORD_1293,Auriculares,Accesorios,5,1377.32,2025-08-11,Sur,Empresa,6886.59
ORD_1294,Tablet,Electrónicos,1,877.05,2025-08-04,Este,Gobierno,877.05
ORD_1295,Teclado,Accesorios,4,1437.74,2025-10-04,Sur,Individual,5750.95
ORD_1296,Mouse,Accesorios,2,65.21,2025-10-03,Este,Individual,130.42
ORD_1297,Auriculares,Accesorios,1,999.78,2025-09-24,Sur,Individual,999.78
ORD_1298,Auriculares,Accesorios,1,1232.65,2025-07-25,Oeste,Gobierno,1232.65
ORD_1299,Monitor,Accesorios,3,179.47,2025-09-29,Sur,Individual,538.42
ORD_1300,Auriculares,Accesorios,3,548.57,2025-09-20,Oeste,Empresa,1645.71
ORD_1301,Monitor,Accesorios,5,888.65,2025-09-05,Este,Individual,4443.25
ORD_1302,Laptop,Electrónicos,3,91.42,2025-09-09,Oeste,Individual,274.25
ORD_1303,Impresora,Accesorios,4,1419.72,2025-09-30,Oeste,Empresa,5678.88
ORD_1304,Impresora,Accesorios,3,1024.29,2025-09-21,Oeste,Gobierno,3072.87
